
--------------------------------------------------
Circuit Details:
--------------------------------------------------
No. of Primary Inputs: 20
No. of Primary Outputs: 3
No. of Gates: 717
No. of DFFs: 79
No. of Nodes: 1676
Execution Time: 540748000 ns
Primary Inputs: test_si CK test_se G15 G12 G16 G0 G3 G1 G4 G2 G5 G7 G8 G9 G10 G13 G11 G6 G14
Outputs: G729 G702 G727


----------------------------------------
Signal	CC0	CC1	CO	SC0	SC1
----------------------------------------
test_si	1	1	935	0	0
CK	1	1	1	0	0
test_se	1	1	25	0	0
G15	1	1	943	0	0
G12	1	1	99999997	0	0
G16	1	1	171	0	0
G0	1	1	1058	0	0
G3	1	1	974	0	0
G1	1	1	1026	0	0
G4	1	1	962	0	0
G2	1	1	1025	0	0
G5	1	1	1086	0	0
G7	1	1	6681	0	0
G8	1	1	99	0	0
G9	1	1	5970	0	0
G10	1	1	1085	0	0
G13	1	1	1067	0	0
G11	1	1	953	0	0
G6	1	1	994	0	0
G14	1	1	31	0	0
G729	8	24	0	1	4
n539	8	19	7	1	3
n363	8	19	911	1	3
G726	8	14	925	1	2
n538	8	9	932	1	1
n465	8	9	118	1	1
n537	8	9	1057	1	1
n458	8	9	885	1	1
n536	8	9	1949	1	1
n378	8	9	24	1	1
n535	8	24	1980	1	4
n360	8	24	860	1	4
n534	8	19	2847	1	3
n433	8	19	917	1	3
n533	8	14	3771	1	2
n434	8	14	797	1	2
n532	8	9	4575	1	1
n432	8	9	1078	1	1
n531	8	11	5660	1	1
n370	8	11	80	1	1
n530	8	11	5747	1	1
n371	8	11	80	1	1
n529	8	16	5834	1	2
n345	8	16	83	1	2
n528	8	11	5924	1	1
n444	8	11	243	1	1
n527	8	11	6174	1	1
n445	8	11	243	1	1
n526	8	11	6424	1	1
n446	8	11	243	1	1
n525	8	11	6674	1	1
n447	8	11	243	1	1
n524	8	39	6924	1	4
n472	8	39	245	1	4
n523	8	39	7176	1	4
n369	8	39	243	1	4
n522	8	39	7426	1	4
n471	8	39	243	1	4
n521	8	38	7676	1	4
n356	8	38	243	1	4
n520	8	33	7926	1	4
n346	8	33	243	1	4
n519	8	28	8176	1	3
n452	8	28	131	1	3
n518	8	28	8314	1	3
n451	8	28	131	1	3
n517	8	28	8452	1	3
n450	8	28	131	1	3
n516	8	30	8590	1	3
n372	8	30	75	1	3
n515	8	31	8672	1	4
n351	8	31	151	1	4
n514	8	26	8830	1	3
n358	8	26	151	1	3
n513	8	21	8988	1	3
n352	8	21	151	1	3
n512	8	16	9146	1	2
n366	8	16	156	1	2
n511	8	11	9309	1	1
n435	8	11	6413	1	1
n510	8	37	15729	1	5
n473	8	37	93	1	5
n509	8	32	15829	1	4
n350	8	32	8336	1	4
n436	8	27	841	1	3
n508	8	51	848	1	5
n437	8	51	817	1	5
n507	8	48	1672	1	5
n438	8	48	1718	1	5
n506	8	50	3397	1	8
n361	8	50	944	1	8
n505	8	45	4348	1	7
n443	8	45	944	1	7
n504	8	40	5299	1	6
n439	8	40	5405	1	6
n503	8	35	10711	1	5
n448	8	35	99999998	1	5
n502	8	30	99999968	1	4
n440	8	30	99999968	1	4
n501	8	25	99999973	1	3
n449	8	25	99999973	1	3
n500	8	20	99999978	1	2
n442	8	20	860	1	2
n499	8	46	99999952	1	6
n373	8	46	99999952	1	6
n498	8	41	99999957	1	5
n441	8	41	99999990	1	5
n497	8	36	99999962	1	5
n456	8	36	974	1	5
n496	8	31	99999967	1	4
n455	8	31	974	1	4
n495	8	26	99999972	1	3
n454	8	26	974	1	3
n494	8	21	99999977	1	2
n453	8	21	974	1	2
n493	8	40	99999958	1	4
n357	8	40	913	1	4
n492	8	40	99999958	1	4
n354	8	40	939	1	4
n491	8	39	99999959	1	4
n470	8	39	978	1	4
n490	8	39	99999959	1	4
n353	8	39	979	1	4
n489	8	39	99999959	1	5
n469	8	39	1011	1	5
n488	8	34	99999964	1	4
n459	8	34	902	1	4
n460	8	29	907	1	3
n487	8	33	914	1	4
n461	8	33	903	1	4
n486	8	28	1824	1	3
n364	8	28	94	1	3
n485	8	27	1925	1	3
n374	8	27	956	1	3
n457	8	23	960	1	3
n484	8	18	967	1	2
n462	8	18	109	1	2
n483	8	43	1083	1	4
n359	8	43	110	1	4
n482	8	45	1200	1	5
n367	8	45	832	1	5
n481	8	40	2039	1	4
n375	8	40	832	1	4
n480	8	38	2878	1	4
n463	8	38	832	1	4
n479	8	33	3717	1	4
n376	8	33	832	1	4
n464	8	28	832	1	3
n478	8	36	839	1	5
n466	8	36	894	1	5
n467	8	31	922	1	4
n477	8	26	929	1	3
n368	8	26	922	1	3
n476	8	21	1858	1	3
n377	8	21	909	1	3
n468	8	16	914	1	3
G23	8	11	921	1	2
G22	8	6	928	1	1
troj24_0counter_0_	707	714	17149	74	75
troj24_0n6	1424	2134	16432	150	225
troj24_0n8	2852	3571	14285	300	376
troj24_0n7	6426	12136	5721	676	1277
Trojan_out0	719	17851	13	76	1878
\DFF_73/Q_reg-SDFF-s-bar	2	2	89	0	0
\DFF_72/Q_reg-SDFF-s-bar	2	2	949	0	0
\DFF_71/Q_reg-SDFF-s-bar	2	2	965	0	0
\DFF_70/Q_reg-SDFF-s-bar	2	2	1058	0	0
\DFF_69/Q_reg-SDFF-s-bar	2	2	1950	0	0
\DFF_68/Q_reg-SDFF-s-bar	2	2	1981	0	0
\DFF_67/Q_reg-SDFF-s-bar	2	2	2870	0	0
\DFF_66/Q_reg-SDFF-s-bar	2	2	3789	0	0
\DFF_65/Q_reg-SDFF-s-bar	2	2	4594	0	0
\DFF_64/Q_reg-SDFF-s-bar	2	2	5661	0	0
\DFF_63/Q_reg-SDFF-s-bar	2	2	5750	0	0
\DFF_62/Q_reg-SDFF-s-bar	2	2	5837	0	0
\DFF_61/Q_reg-SDFF-s-bar	2	2	5960	0	0
\DFF_60/Q_reg-SDFF-s-bar	2	2	6177	0	0
\DFF_59/Q_reg-SDFF-s-bar	2	2	6427	0	0
\DFF_58/Q_reg-SDFF-s-bar	2	2	6677	0	0
\DFF_57/Q_reg-SDFF-s-bar	2	2	6927	0	0
\DFF_56/Q_reg-SDFF-s-bar	2	2	7207	0	0
\DFF_55/Q_reg-SDFF-s-bar	2	2	7457	0	0
