
--------------------------------------------------
Circuit Details:
--------------------------------------------------
No. of Primary Inputs: 20
No. of Primary Outputs: 3
No. of Gates: 722
No. of DFFs: 79
No. of Nodes: 1686
Execution Time: 550959000 ns
Primary Inputs: test_si CK test_se G15 G12 G16 G0 G3 G1 G4 G2 G5 G7 G8 G9 G10 G13 G11 G6 G14
Outputs: G729 G702 G727


----------------------------------------
Signal	CC0	CC1	CO	SC0	SC1
----------------------------------------
test_si	1	1	215	0	0
CK	1	1	1	0	0
test_se	1	1	25	0	0
G15	1	1	223	0	0
G12	1	1	54122	0	0
G16	1	1	171	0	0
G0	1	1	338	0	0
G3	1	1	254	0	0
G1	1	1	306	0	0
G4	1	1	242	0	0
G2	1	1	305	0	0
G5	1	1	366	0	0
G7	1	1	2361	0	0
G8	1	1	99	0	0
G9	1	1	1650	0	0
G10	1	1	365	0	0
G13	1	1	347	0	0
G11	1	1	233	0	0
G6	1	1	274	0	0
G14	1	1	31	0	0
G729	8	24	0	1	4
n539	8	19	7	1	3
n363	8	19	191	1	3
G726	8	14	205	1	2
n538	8	9	212	1	1
n465	8	9	118	1	1
n537	8	9	337	1	1
n458	8	9	165	1	1
n536	8	9	509	1	1
n378	8	9	24	1	1
n535	8	24	540	1	4
n360	8	24	140	1	4
n534	8	19	687	1	3
n433	8	19	197	1	3
n533	8	14	891	1	2
n434	8	14	77	1	2
n532	8	9	975	1	1
n432	8	9	358	1	1
n531	8	11	1340	1	1
n370	8	11	80	1	1
n530	8	11	1427	1	1
n371	8	11	80	1	1
n529	8	16	1514	1	2
n345	8	16	83	1	2
n528	8	11	1604	1	1
n444	8	11	243	1	1
n527	8	11	1854	1	1
n445	8	11	243	1	1
n526	8	11	2104	1	1
n446	8	11	243	1	1
n525	8	11	2354	1	1
n447	8	11	243	1	1
n524	8	39	2604	1	4
n472	8	39	245	1	4
n523	8	39	2856	1	4
n369	8	39	243	1	4
n522	8	48	3106	1	6
n471	8	48	243	1	6
n521	8	43	3356	1	5
n356	8	43	243	1	5
n520	8	38	3606	1	4
n346	8	38	243	1	4
